gene_id	gene_name	read_count	rpm	tpm	mean_depth	percent_coverage	gene_length
0|WP_063864109.1|NG_049765.1|1|1|blaOXA-483|blaOXA-23_fam|OXA-23_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-483	blaOXA-483	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864110.1|NG_049766.1|1|1|blaOXA-484|blaOXA-48_fam|OXA-48_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-484	blaOXA-484	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864111.1|NG_049770.1|1|1|blaOXA-49|blaOXA-23_fam|OXA-23_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-49	blaOXA-49	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864112.1|NG_049775.1|1|1|blaOXA-499|blaOXA-143_fam|OXA-143_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-499	blaOXA-499	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864113.1|NG_049779.1|1|1|blaOXA-501|blaOXA-213_fam|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-501	blaOXA-501	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864114.1|NG_049781.1|1|1|blaOXA-503|blaOXA-213_fam|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-503	blaOXA-503	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864115.1|NG_049782.1|1|1|blaOXA-504|blaOXA-PR|class_D_beta-lactamase_OXA-504	blaOXA-504	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864118.1|NG_049783.1|1|1|blaOXA-505|blaOXA-48_fam|OXA-48_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-505	blaOXA-505	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864138.1|NG_049785.1|1|1|blaOXA-507|blaOXA-51_fam|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-507	blaOXA-507	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864150.1|NG_049786.1|1|1|blaOXA-508|blaOXA-51_fam|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-508	blaOXA-508	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864158.1|NG_049787.1|1|1|blaOXA-509|blaOXA-51_fam|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-509	blaOXA-509	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864184.1|NG_049789.1|1|1|blaOXA-512|blaOXA-58_fam|OXA-58_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-512	blaOXA-512	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864194.1|NG_049790.1|1|1|blaOXA-513|blaOXA-364_fam|OXA-364_family_class_D_beta-lactamase_OXA-513	blaOXA-513	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864208.1|NG_049791.1|1|1|blaOXA-516|blaOXA-51_fam|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-516	blaOXA-516	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864216.1|NG_049792.1|1|1|blaOXA-518|blaOXA-493_fam|OXA-493_family_class_D_beta-lactamase_OXA-518	blaOXA-518	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864223.1|NG_049793.1|1|1|blaOXA-53|blaOXA-2_fam|OXA-2_family_extended-spectrum_class_D_beta-lactamase_OXA-53	blaOXA-53	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864256.1|NG_049795.1|1|1|blaOXA-55|blaOXA-55_fam|carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-55	blaOXA-55	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864264.1|NG_049796.1|1|1|blaOXA-56|blaOXA-10_fam|OXA-10_family_extended-spectrum_class_D_beta-lactamase_OXA-56	blaOXA-56	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864500.1|NG_049800.1|1|1|blaOXA-60|blaOXA-60_fam|carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-60	blaOXA-60	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864527.1|NG_049802.1|1|1|blaOXA-62|blaOXA-62_fam|carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-62	blaOXA-62	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864528.1|NG_049803.1|1|1|blaOXA-63|blaOXA-63_fam|oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-63	blaOXA-63	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864529.1|NG_049807.1|1|1|blaOXA-67|blaOXA-51_fam|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-67	blaOXA-67	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864530.1|NG_049810.1|1|1|blaOXA-7|blaOXA-10_fam|OXA-10_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-7	blaOXA-7	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864531.1|NG_049814.1|1|1|blaOXA-73|blaOXA-23_fam|OXA-23_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-73	blaOXA-73	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864532.1|NG_049815.1|1|1|blaOXA-74|blaOXA-10_fam|OXA-10_family_extended-spectrum_class_D_beta-lactamase_OXA-74	blaOXA-74	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864533.1|NG_049817.1|1|1|blaOXA-76|blaOXA-51_fam|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-76	blaOXA-76	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864534.1|NG_049818.1|1|1|blaOXA-77|blaOXA-51_fam|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-77	blaOXA-77	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864535.1|NG_049820.1|1|1|blaOXA-79|blaOXA-51_fam|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-79	blaOXA-79	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864536.1|NG_049821.1|1|1|blaOXA-80|blaOXA-51_fam|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-80	blaOXA-80	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864537.1|NG_049824.1|1|1|blaOXA-84|blaOXA-51_fam|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-84	blaOXA-84	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864539.1|NG_049826.1|1|1|blaOXA-86|blaOXA-51_fam|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-86	blaOXA-86	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864540.1|NG_049828.1|1|1|blaOXA-88|blaOXA-51_fam|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-88	blaOXA-88	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864541.1|NG_049829.1|1|1|blaOXA-89|blaOXA-51_fam|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-89	blaOXA-89	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864542.1|NG_049834.1|1|1|blaOXA-93|blaOXA-51_fam|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-93	blaOXA-93	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864543.1|NG_049837.1|1|1|blaOXA-96|blaOXA-58_fam|OXA-58_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-96	blaOXA-96	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864544.1|NG_049838.1|1|1|blaOXA-97|blaOXA-58_fam|OXA-58_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-97	blaOXA-97	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864545.1|NG_049843.1|1|1|blaOXY-1-3|blaOXY-1|extended-spectrum_class_A_beta-lactamase_OXY-1-3	blaOXY-1-3	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864546.1|NG_049845.1|1|1|blaOXY-1-6|blaOXY-1|extended-spectrum_class_A_beta-lactamase_OXY-1-6	blaOXY-1-6	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864547.1|NG_049847.1|1|1|blaOXY-2-10|blaOXY-2|extended-spectrum_class_A_beta-lactamase_OXY-2-10	blaOXY-2-10	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864548.1|NG_049849.1|1|1|blaOXY-2-12|blaOXY-2|extended-spectrum_class_A_beta-lactamase_OXY-2-12	blaOXY-2-12	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864549.1|NG_049850.1|1|1|blaOXY-2-13|blaOXY-2|extended-spectrum_class_A_beta-lactamase_OXY-2-13	blaOXY-2-13	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864550.1|NG_049851.1|1|1|blaOXY-2-15|blaOXY-2|extended-spectrum_class_A_beta-lactamase_OXY-2-15	blaOXY-2-15	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864551.1|NG_049853.1|1|1|blaOXY-2-3|blaOXY-2|extended-spectrum_class_A_beta-lactamase_OXY-2-3	blaOXY-2-3	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864552.1|NG_049855.1|1|1|blaOXY-2-6|blaOXY-2|extended-spectrum_class_A_beta-lactamase_OXY-2-6	blaOXY-2-6	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864553.1|NG_049858.1|1|1|blaOXY-2-9|blaOXY-2|extended-spectrum_class_A_beta-lactamase_OXY-2-9	blaOXY-2-9	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864554.1|NG_049859.1|1|1|blaOXY-3-1|blaOXY-3|extended-spectrum_class_A_beta-lactamase_OXY-3-1	blaOXY-3-1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864555.1|NG_049860.1|1|1|blaOXY-5-1|blaOXY-5|extended-spectrum_class_A_beta-lactamase_OXY-5-1	blaOXY-5-1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864556.1|NG_049861.1|1|1|blaOXY-6-1|blaOXY-6|extended-spectrum_class_A_beta-lactamase_OXY-6-1	blaOXY-6-1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864557.1|NG_049862.1|1|1|blaOXY-6-2|blaOXY-6|extended-spectrum_class_A_beta-lactamase_OXY-6-2	blaOXY-6-2	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864558.1|NG_049863.1|1|1|blaOXY-6-3|blaOXY-6|extended-spectrum_class_A_beta-lactamase_OXY-6-3	blaOXY-6-3	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864559.1|NG_049866.1|1|1|blaPDC-10|blaPDC|class_C_beta-lactamase_PDC-10	blaPDC-10	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864560.1|NG_049868.1|1|1|blaPDC-101|blaPDC|class_C_beta-lactamase_PDC-101	blaPDC-101	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864561.1|NG_049869.1|1|1|blaPDC-102|blaPDC|class_C_beta-lactamase_PDC-102	blaPDC-102	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864562.1|NG_049872.1|1|1|blaPDC-105|blaPDC|class_C_beta-lactamase_PDC-105	blaPDC-105	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864563.1|NG_049873.1|1|1|blaPDC-106|blaPDC|class_C_beta-lactamase_PDC-106	blaPDC-106	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864564.1|NG_049874.1|1|1|blaPDC-107|blaPDC|class_C_beta-lactamase_PDC-107	blaPDC-107	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864565.1|NG_049875.1|1|1|blaPDC-108|blaPDC|class_C_beta-lactamase_PDC-108	blaPDC-108	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864566.1|NG_049878.1|1|1|blaPDC-110|blaPDC|class_C_beta-lactamase_PDC-110	blaPDC-110	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864567.1|NG_049879.1|1|1|blaPDC-111|blaPDC|class_C_beta-lactamase_PDC-111	blaPDC-111	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864568.1|NG_049880.1|1|1|blaPDC-112|blaPDC|class_C_beta-lactamase_PDC-112	blaPDC-112	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864569.1|NG_049881.1|1|1|blaPDC-113|blaPDC|class_C_beta-lactamase_PDC-113	blaPDC-113	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864570.1|NG_049883.1|1|1|blaPDC-13|blaPDC|class_C_beta-lactamase_PDC-13	blaPDC-13	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864571.1|NG_049887.1|1|1|blaPDC-17|blaPDC|class_C_beta-lactamase_PDC-17	blaPDC-17	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864572.1|NG_049888.1|1|1|blaPDC-18|blaPDC|class_C_beta-lactamase_PDC-18	blaPDC-18	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864573.1|NG_049891.1|1|1|blaPDC-2|blaPDC|extended-spectrum_class_C_beta-lactamase_PDC-2	blaPDC-2	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864574.1|NG_049893.1|1|1|blaPDC-21a|blaPDC|class_C_beta-lactamase_PDC-21a	blaPDC-21a	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864575.1|NG_049894.1|1|1|blaPDC-21b|blaPDC|class_C_beta-lactamase_PDC-21b	blaPDC-21b	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864576.1|NG_049898.1|1|1|blaPDC-25|blaPDC|class_C_beta-lactamase_PDC-25	blaPDC-25	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864577.1|NG_049899.1|1|1|blaPDC-26|blaPDC|class_C_beta-lactamase_PDC-26	blaPDC-26	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864579.1|NG_049904.1|1|1|blaPDC-32|blaPDC|class_C_beta-lactamase_PDC-32	blaPDC-32	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864580.1|NG_049912.1|1|1|blaPDC-4|blaPDC|extended-spectrum_class_C_beta-lactamase_PDC-4	blaPDC-4	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864581.1|NG_049913.1|1|1|blaPDC-40|blaPDC|class_C_beta-lactamase_PDC-40	blaPDC-40	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864582.1|NG_049915.1|1|1|blaPDC-42|blaPDC_var|class_C_beta-lactamase_PDC-42	blaPDC-42	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864583.1|NG_049932.1|1|1|blaPDC-58|blaPDC|class_C_beta-lactamase_PDC-58	blaPDC-58	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864584.1|NG_049945.1|1|1|blaPDC-7|blaPDC|class_C_beta-lactamase_PDC-7	blaPDC-7	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864585.1|NG_049950.1|1|1|blaPDC-9|blaPDC|class_C_beta-lactamase_PDC-9	blaPDC-9	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864586.1|NG_049951.1|1|1|blaPDC-94|blaPDC|class_C_beta-lactamase_PDC-94	blaPDC-94	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864587.1|NG_049952.1|1|1|blaPDC-95|blaPDC|class_C_beta-lactamase_PDC-95	blaPDC-95	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864588.1|NG_049953.1|1|1|blaPDC-96|blaPDC|class_C_beta-lactamase_PDC-96	blaPDC-96	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864589.1|NG_049956.1|1|1|blaPDC-99|blaPDC|class_C_beta-lactamase_PDC-99	blaPDC-99	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864590.1|NG_049957.1|1|1|blaPEDO-1|blaPEDO-1_fam|subclass_B3_metallo-beta-lactamase_PEDO-1	blaPEDO-1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864591.1|NG_049958.1|1|1|blaPEDO-2|blaPEDO-2_fam|subclass_B3_metallo-beta-lactamase_PEDO-2	blaPEDO-2	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864592.1|NG_049959.1|1|1|blaPEDO-3|blaPEDO-3_fam|subclass_B1_metallo-beta-lactamase_PEDO-3	blaPEDO-3	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864593.1|NG_049963.1|1|1|blaPER-4|blaPER|inhibitor-resistant_extended-spectrum_class_A_beta-lactamase_PER-4	blaPER-4	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864594.1|NG_049964.1|1|1|blaPER-5|blaPER|extended-spectrum_class_A_beta-lactamase_PER-5	blaPER-5	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864595.1|NG_049965.1|1|1|blaPER-6|blaPER|inhibitor-resistant_extended-spectrum_class_A_beta-lactamase_PER-6	blaPER-6	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864596.1|NG_049967.1|1|1|blaPER-8|blaPER|extended-spectrum_class_A_beta-lactamase_PER-8	blaPER-8	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864597.1|NG_049968.1|1|1|blaPER-9|blaPER|extended-spectrum_class_A_beta-lactamase_PER-9	blaPER-9	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864598.1|NG_049972.1|1|1|blaPLA-6|blaPLA|class_A_beta-lactamase_PLA-6	blaPLA-6	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864599.1|NG_049973.1|1|1|blaPME-1|blaPME|extended-spectrum_class_A_beta-lactamase_PME-1	blaPME-1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864600.1|NG_049975.1|1|1|blaRAHN-1|blaRAHN|extended-spectrum_class_A_beta-lactamase_RAHN-1	blaRAHN-1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864601.1|NG_049976.1|1|1|blaRAHN-2|blaRAHN|extended-spectrum_class_A_beta-lactamase_RAHN-2	blaRAHN-2	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864602.1|NG_049979.1|1|1|blaSED-1|blaSED|broad-spectrum_class_A_beta-lactamase_SED-1	blaSED-1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864604.1|NG_049990.1|1|1|blaSHV-100|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-100	blaSHV-100	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864605.1|NG_049991.1|1|1|blaSHV-101|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-101	blaSHV-101	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864606.1|NG_049992.1|1|1|blaSHV-102|blaSHV|extended-spectrum_class_A_beta-lactamase_SHV-102	blaSHV-102	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864607.1|NG_049993.1|1|1|blaSHV-103|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-103	blaSHV-103	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864608.1|NG_049995.1|1|1|blaSHV-105|blaSHV|extended-spectrum_class_A_beta-lactamase_SHV-105	blaSHV-105	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864609.1|NG_049996.1|1|1|blaSHV-106|blaSHV|extended-spectrum_class_A_beta-lactamase_SHV-106	blaSHV-106	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864610.1|NG_049997.1|1|1|blaSHV-107|blaSHV|inhibitor-resistant_broad-spectrum_class_A_beta-lactamase_SHV-107	blaSHV-107	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864611.1|NG_049998.1|1|1|blaSHV-108|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-108	blaSHV-108	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864612.1|NG_049999.1|1|1|blaSHV-109|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-109	blaSHV-109	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864613.1|NG_050001.1|1|1|blaSHV-110|blaSHV|class_A_beta-lactamase_SHV-110	blaSHV-110	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864614.1|NG_050002.1|1|1|blaSHV-111|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-111	blaSHV-111	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864615.1|NG_050003.1|1|1|blaSHV-119|blaSHV|class_A_beta-lactamase_SHV-119	blaSHV-119	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864616.1|NG_050004.1|1|1|blaSHV-120|blaSHV|extended-spectrum_class_A_beta-lactamase_SHV-120	blaSHV-120	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864617.1|NG_050005.1|1|1|blaSHV-121|blaSHV|class_A_beta-lactamase_SHV-121	blaSHV-121	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864618.1|NG_050006.1|1|1|blaSHV-128|blaSHV|extended-spectrum_class_A_beta-lactamase_SHV-128	blaSHV-128	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864619.1|NG_050008.1|1|1|blaSHV-13|blaSHV|extended-spectrum_class_A_beta-lactamase_SHV-13	blaSHV-13	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864620.1|NG_050009.1|1|1|blaSHV-132|blaSHV|inhibitor-resistant_broad-spectrum_class_A_beta-lactamase_SHV-132	blaSHV-132	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864621.1|NG_050010.1|1|1|blaSHV-133|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-133	blaSHV-133	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864622.1|NG_050011.1|1|1|blaSHV-134|blaSHV|extended-spectrum_class_A_beta-lactamase_SHV-134	blaSHV-134	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864623.1|NG_050012.1|1|1|blaSHV-135|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-135	blaSHV-135	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864624.1|NG_050013.1|1|1|blaSHV-137|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-137	blaSHV-137	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864625.1|NG_050014.1|1|1|blaSHV-14|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-14	blaSHV-14	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864626.1|NG_050015.1|1|1|blaSHV-141|blaSHV|extended-spectrum_class_A_beta-lactamase_SHV-141	blaSHV-141	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864627.1|NG_050016.1|1|1|blaSHV-142|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-142	blaSHV-142	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864628.1|NG_050017.1|1|1|blaSHV-143|blaSHV|class_A_beta-lactamase_SHV-143	blaSHV-143	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864629.1|NG_050018.1|1|1|blaSHV-144|blaSHV|class_A_beta-lactamase_SHV-144	blaSHV-144	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864630.1|NG_050019.1|1|1|blaSHV-145|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-145	blaSHV-145	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864631.1|NG_050020.1|1|1|blaSHV-146|blaSHV|class_A_beta-lactamase_SHV-146	blaSHV-146	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864632.1|NG_050021.1|1|1|blaSHV-147|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-147	blaSHV-147	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864633.1|NG_050022.1|1|1|blaSHV-148|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-148	blaSHV-148	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864634.1|NG_050023.1|1|1|blaSHV-149|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-149	blaSHV-149	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864635.1|NG_050024.1|1|1|blaSHV-15|blaSHV|extended-spectrum_class_A_beta-lactamase_SHV-15	blaSHV-15	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864636.1|NG_050025.1|1|1|blaSHV-150|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-150	blaSHV-150	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864637.1|NG_050026.1|1|1|blaSHV-151|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-151	blaSHV-151	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864638.1|NG_050027.1|1|1|blaSHV-152|blaSHV|extended-spectrum_class_A_beta-lactamase_SHV-152	blaSHV-152	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864639.1|NG_050028.1|1|1|blaSHV-153|blaSHV|extended-spectrum_class_A_beta-lactamase_SHV-153	blaSHV-153	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864640.1|NG_050029.1|1|1|blaSHV-154|blaSHV|extended-spectrum_class_A_beta-lactamase_SHV-154	blaSHV-154	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864641.1|NG_050030.1|1|1|blaSHV-155|blaSHV|class_A_beta-lactamase_SHV-155	blaSHV-155	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864642.1|NG_050031.1|1|1|blaSHV-156|blaSHV|class_A_beta-lactamase_SHV-156	blaSHV-156	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864643.1|NG_050032.1|1|1|blaSHV-157|blaSHV|class_A_beta-lactamase_SHV-157	blaSHV-157	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864644.1|NG_050033.1|1|1|blaSHV-158|blaSHV|class_A_beta-lactamase_SHV-158	blaSHV-158	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864645.1|NG_050034.1|1|1|blaSHV-159|blaSHV|class_A_beta-lactamase_SHV-159	blaSHV-159	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864646.1|NG_050035.1|1|1|blaSHV-16|blaSHV|extended-spectrum_class_A_beta-lactamase_SHV-16	blaSHV-16	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864647.1|NG_050036.1|1|1|blaSHV-160|blaSHV|extended-spectrum_class_A_beta-lactamase_SHV-160	blaSHV-160	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864648.1|NG_050037.1|1|1|blaSHV-161|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-161	blaSHV-161	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864649.1|NG_050038.1|1|1|blaSHV-162|blaSHV|extended-spectrum_class_A_beta-lactamase_SHV-162	blaSHV-162	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864650.1|NG_050039.1|1|1|blaSHV-163|blaSHV|extended-spectrum_class_A_beta-lactamase_SHV-163	blaSHV-163	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864651.1|NG_050040.1|1|1|blaSHV-164|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-164	blaSHV-164	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864652.1|NG_050041.1|1|1|blaSHV-165|blaSHV|extended-spectrum_class_A_beta-lactamase_SHV-165	blaSHV-165	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864653.1|NG_050042.1|1|1|blaSHV-168|blaSHV|class_A_beta-lactamase_SHV-168	blaSHV-168	0	0.0000	0.0000	0.0000	0.00	0
0|WP_063864654.1|NG_050043.1|1|1|blaSHV-172|blaSHV|class_A_beta-lactamase_SHV-172	blaSHV-172	0	0.0000	0.0000	0.0000	0.00	0
